1,5.8,2.6,10.2,0.7,0.8,3.5,1.2,1.1,0.7,0.9
2,1,1.3,2,0.6,0.8,4.4,0.9,0.8,0.6,0.7
3,0.7,1.1,1.1,0.9,1.8,2,1,1.1,0.7,0.7
4,0.8,1,2.1,0.6,1,2.4,1.1,0.9,0.6,1.2
5,3.4,1.2,1.1,0.8,0.9,2.2,1.1,0.9,0.9,1.1
6,1.4,1.2,0.7,0.7,0.9,1.2,1.1,0.7,1.6,1.2
7,1.2,5.6,2.4,0.7,0.6,1.2,0.8,0.5,0.5,1.2
8,1.6,0.9,1.2,0.6,0.8,1.1,1.7,0.6,0.6,1.1
9,0.8,1.3,1.2,0.6,0.9,0.9,0.7,0.7,0.6,0.9
10,0.6,1.4,1.9,2.2,0.8,0.9,0.6,0.6,0.5,1
11,0.8,0.9,1,0.8,0.6,3.1,0.5,0.6,0.8,1.4
12,0.4,1.8,0.9,1,0.6,1.1,0.6,0.6,0.8,0.8
13,0.6,3,0.8,1.9,0.7,10.2,0.7,0.5,0.8,1
14,0.5,1.9,1.2,1.1,0.7,1.4,0.8,0.5,1.1,0.7
15,0.5,2.6,0.8,0.7,0.6,2.2,0.6,0.6,8.9,0.8
16,0.4,1.5,1.6,0.6,0.6,1.3,0.7,0.5,0.7,0.8
17,0.4,2.3,1.3,0.7,0.7,0.7,1.1,0.6,0.7,2.2
18,0.4,1.1,1.9,0.7,1.9,1.7,1.7,1,0.7,0.8
19,0.5,0.8,1.3,0.8,0.9,2.8,1.3,1.7,0.8,1.7
20,0.4,2.2,1.9,0.8,0.9,1.7,0.9,1.2,0.7,2
21,0.4,0.8,0.7,0.6,0.8,1.3,0.7,2,0.5,0.8
22,0.4,1.2,0.7,0.8,0.8,0.7,0.5,1,0.6,0.9
23,0.4,1.2,1.1,1.1,0.7,1.7,0.7,1.3,0.6,1
24,0.5,1,1.2,0.7,0.6,1.8,0.6,0.8,0.5,1.5
25,0.4,0.7,0.6,1,0.9,0.9,0.9,0.5,0.6,1
26,0.5,4.6,1,0.6,0.5,0.7,0.6,0.5,1.2,1.7
27,0.4,2,1,0.6,0.7,0.7,0.8,1.1,0.7,1
28,0.5,2.6,1.5,1.3,0.6,0.9,0.6,0.5,0.8,0.9
29,0.6,1.2,1.8,0.6,1.2,1.3,0.9,0.5,0.6,0.9
30,0.5,1.1,0.6,1,0.8,1,0.8,0.5,0.6,0.7
31,0.5,1.9,0.8,2.2,0.6,1.5,0.7,1,0.7,0.6
32,0.5,0.8,6.6,0.7,5.2,1.1,0.7,11.6,0.7,2.8
33,0.5,17,1.4,0.9,0.7,1,0.6,0.9,0.9,0.9
34,0.4,114.8,1.5,1.2,1.2,1.4,0.8,1.1,0.8,0.9
