1,5.8,1.3,2.9,0.6,147.5,3.8,1.1,0.8,0.8,0.7
2,1,1.3,2.3,0.7,0.8,1.9,1,0.6,0.7,0.8
3,3.1,3.9,17.6,0.7,0.7,2.2,0.7,13,0.8,1
4,2,15.8,2.6,0.6,0.6,2.7,1.2,1.5,0.9,1.3
5,0.9,6.2,1.2,0.7,0.9,12.8,0.7,1.7,0.6,1.7
6,0.5,1.5,1.3,8.3,0.6,1.4,1.1,1.8,0.7,0.7
7,0.6,1.3,0.8,1.1,1.4,2.1,2.3,1.6,0.6,1.7
8,1,1.2,0.9,0.7,0.7,1.5,0.7,0.8,0.7,1
9,0.9,0.7,1.3,0.7,0.7,1.2,0.7,0.6,0.9,0.9
10,1.1,1,1.5,0.6,0.7,1.3,1.8,0.6,1.3,0.9
11,0.5,0.7,1.4,0.9,0.7,1.5,0.7,0.9,7.7,1.9
12,0.5,0.7,1,1.5,1.1,1.1,4.6,0.7,3.5,0.7
13,0.4,0.7,1.5,0.8,0.7,1.2,0.8,0.8,1.4,0.6
14,0.4,0.7,1.2,0.8,1.4,1.7,1.1,0.8,1.1,0.7
15,0.4,0.9,0.9,9.3,0.8,1.4,0.6,0.8,1.1,0.8
16,0.4,0.7,1.5,0.6,1.3,1.3,1.6,1,1.6,0.6
17,1,0.7,0.6,0.6,1.2,1.2,13.1,0.7,0.6,0.8
18,0.5,0.9,1.4,0.7,8.1,1.2,2,0.6,33.6,0.8
19,0.4,1,1.4,0.7,1,1.2,1.8,0.8,1,0.9
20,0.4,1,0.9,1.1,0.6,1.3,2.6,1,0.6,0.7
21,0.5,0.7,1.5,1.3,1.4,1.8,0.6,1.1,1.4,0.7
22,0.4,0.7,1.4,1.4,0.6,1.5,0.9,1.1,1.3,0.7
23,0.5,0.8,1.4,0.7,0.7,1.5,1.3,0.8,1.9,0.6
24,0.5,0.9,0.9,0.7,0.7,1.6,2.2,1.9,1.1,0.7
25,0.4,0.8,1.6,0.6,0.7,1.4,0.7,0.8,0.8,0.7
26,0.4,1,1.4,0.6,0.7,1.6,0.8,0.7,0.6,0.9
27,0.4,0.8,1.3,1.4,0.7,1.3,0.8,0.9,0.6,1
28,4,0.7,1.3,0.8,0.7,1.4,0.7,1.1,0.6,0.7
29,0.7,1,0.8,1,0.6,2.2,0.8,1,0.7,0.9
30,1,0.7,0.6,0.8,1,1.1,0.6,1.4,0.7,1.8
31,0.5,1,0.8,0.7,8.8,1.1,0.5,0.7,0.7,0.9
32,0.5,1.8,1,0.6,1.7,1.1,0.6,0.7,0.6,0.7
33,0.6,0.9,1.4,0.8,1.6,0.8,2.8,0.7,0.6,1.2
34,0.5,0.7,0.9,0.7,1.9,1.1,1.4,2,0.7,0.7
35,0.5,0.7,1.3,0.6,1.7,0.8,2.4,1.2,0.7,0.6
36,0.4,0.7,1.1,0.6,0.8,1.2,0.9,0.7,0.6,0.6
37,0.4,0.9,1,0.7,1.2,1.4,9.1,0.9,0.5,0.7
38,0.8,0.7,1,0.8,1.2,1.6,0.8,1.1,0.9,0.7
39,0.4,0.8,1,0.6,0.6,1.5,0.7,0.4,0.7,0.6
40,0.5,1.2,1.3,1.1,0.7,1.3,0.8,0.5,0.8,0.7
41,0.4,0.8,1.9,0.9,0.6,1.5,0.8,0.6,0.9,0.8
42,0.4,0.8,1.3,0.6,2.4,1.2,0.6,1.1,1.3,0.6
43,0.4,1.5,2.5,0.7,0.8,1,0.7,0.6,0.6,0.6
44,0.4,0.6,1.3,0.7,4.3,1.4,0.6,1.5,0.5,0.7
45,0.4,0.8,1.3,0.8,0.6,1.8,0.7,0.6,0.7,0.7
46,0.4,1.1,1.6,0.8,0.5,1.4,0.9,0.7,0.6,0.9
47,0.4,1,0.8,0.9,0.6,0.7,0.6,0.7,0.6,0.8
48,0.4,1,1.7,1.1,0.9,0.7,1.2,1,0.6,1
49,0.7,0.9,1.4,1.1,1.8,1,1.8,1,0.7,0.7
50,0.4,0.7,1,1.5,1,10.6,1.4,0.6,0.6,0.9
51,0.4,0.8,1.3,0.9,1.1,1.3,1,0.7,0.8,0.6
52,0.4,1,1.2,0.8,0.8,0.9,0.9,0.7,0.8,0.7
53,0.4,0.7,5.7,0.6,0.8,1,1.2,0.6,0.6,0.6
54,0.5,0.8,1,0.6,1.7,1.3,0.8,0.6,0.7,0.6
55,0.7,0.6,0.7,0.7,1.7,1.1,0.7,0.6,0.9,0.7
56,0.4,0.8,1.3,0.7,0.7,0.7,0.8,0.9,0.8,2
57,2.5,0.7,4.4,0.6,1,1,0.6,1.5,0.9,0.7
58,1.8,1,1.7,0.6,1,1.2,0.6,1,0.8,0.7
59,2,0.7,1.1,0.5,36.4,1.5,0.6,0.8,0.7,0.9
60,1.9,0.7,1.7,0.7,1.6,0.7,0.7,0.8,0.6,1
61,2,1,1.6,0.6,1.2,1.2,0.7,0.7,0.7,0.9
62,7.3,0.9,5.8,0.5,0.9,0.9,0.9,0.6,0.6,0.8
63,2.2,0.9,1.7,0.8,0.7,9,0.7,0.5,0.6,0.5
64,1,0.8,2.7,0.9,0.6,1.4,0.9,0.6,0.6,1
65,1.1,0.9,1.6,0.8,2,1.7,0.8,0.7,1.1,0.6
66,1.4,0.5,1.4,0.8,1.1,1.7,1,0.6,0.7,0.5
67,1.2,0.7,2.2,0.7,0.6,1.5,0.8,0.6,0.9,1.1
68,1.2,0.7,1.3,1.6,2.1,1.5,0.9,0.6,0.9,0.5
69,1.1,0.6,2,0.6,1.7,1,1.1,0.7,0.6,14
70,1.5,0.7,1,130,0.8,1,0.9,0.7,1,0.5
71,1.4,0.7,1.6,1,0.7,2,0.9,0.9,1,0.6
72,1,0.6,1,1,1,1.4,0.6,0.7,1.1,0.4
73,1,0.9,1.4,0.9,1.2,1.8,0.6,1,1,0.5
74,0.9,0.9,0.8,0.9,1.3,1.4,0.7,0.6,0.8,2.1
75,1,0.8,1.5,0.9,0.6,1.5,2.4,0.5,0.6,17.4
76,1.5,0.7,1.4,0.8,1.4,1,1.8,0.7,0.6,0.5
77,1.3,0.6,1.9,1.3,0.6,1,1.7,0.9,672.2,21.2
78,1.1,0.7,1,0.8,0.6,0.8,0.7,0.7,1.5,0.8
79,0.9,1.1,0.6,0.9,1.7,1.3,0.6,1,0.8,0.7
80,0.8,0.9,1.5,1.4,1.6,1.1,0.9,1.1,0.6,1.1
81,1.5,0.9,1.5,1.3,1,6.4,2.1,0.7,1.5,0.8
82,1.8,0.8,1.3,1,1,1.1,0.6,0.6,2,0.6
83,1.2,1.8,1.8,1,0.9,1.5,0.7,0.8,1.5,0.9
84,1.1,1.1,1.6,0.9,0.7,1.7,0.6,0.7,0.6,0.7
85,1.7,1.1,1.4,0.9,0.6,1.4,0.7,0.6,1.1,0.7
86,1.4,0.9,1.4,0.8,0.8,1.6,0.6,0.6,1.1,0.6
87,1.4,0.7,1.6,2.3,1,1.2,0.7,0.6,0.7,7.1
88,1.5,1.1,0.9,1.3,0.6,1.5,0.6,1,0.7,0.5
89,1.2,0.7,1.4,1.1,0.7,1,4.5,0.9,0.7,0.7
90,1.4,0.5,1.6,0.9,0.5,1.2,0.9,0.8,0.8,0.7
91,1.1,0.6,1.1,0.8,0.4,0.6,1.4,0.7,0.9,0.7
92,1.1,0.8,194.5,0.6,0.6,1.5,1.2,2,1.9,0.7
93,1.4,0.7,1.8,3.1,0.6,0.8,2.6,0.9,1.1,0.6
94,1,0.8,1.3,1.8,0.6,1.3,1.3,0.9,0.9,0.8
95,1.3,1,2.3,2.3,0.5,1.5,0.8,0.8,1,1.3
